292.65, 23.50
433.55, 16.45
292.65, 23.50
457.05, 16.36
457.05, 16.36
292.65, 23.50
335.64, 24.17
292.65, 23.50
457.05, 16.36
292.65, 23.50
457.05, 16.36
292.65, 23.50
335.64, 24.17
292.65, 23.50
335.64, 24.17
335.64, 24.17
