1337.11, 207.18
5319.45, 99.60
1409.19, 211.20
5319.45, 99.60
1501.19, 185.47
1441.97, 207.24
5319.45, 99.60
1409.19, 211.20
1441.97, 207.24
1501.19, 185.47
1479.24, 203.49
1464.07, 193.24
1456.31, 200.50
1547.42, 193.35
5319.45, 99.60
1409.19, 211.20
